20017001 1990.143917 31.8660 64.2940  218  216.3695 18.8580 4.8719 36.5660  -9.9900 0.3850 0.0630    0.2700
20017001 1990.143917 31.8660 64.2940  220  218.3535 18.8290 4.8689 36.5650  -9.9900 0.3850 0.0580    0.2600
20017001 1990.143917 31.8660 64.2940  222  220.3374 18.8040 4.8662 36.5640  -9.9900 0.3850 0.0510    0.2600
20017001 1990.143917 31.8660 64.2940  224  222.3214 18.7830 4.8639 36.5620  -9.9900 0.3840 0.0480    0.2600
20017001 1990.143917 31.8660 64.2940  226  224.3053 18.7710 4.8626 36.5610  -9.9900 0.3830 0.0470    0.2600
20017001 1990.143917 31.8660 64.2940  228  226.2892 18.7500 4.8603 36.5600  -9.9900 0.3830 0.0420    0.2600
20017001 1990.143917 31.8660 64.2940  230  228.2731 18.7240 4.8576 36.5590  -9.9900 0.3830 0.0400    0.2500
20017001 1990.143917 31.8660 64.2940  232  230.2570 18.7000 4.8551 36.5580  -9.9900 0.3830 0.0370    0.2500
20017001 1990.143917 31.8660 64.2940  234  232.2408 18.6700 4.8519 36.5570  -9.9900 0.3820 0.0350    0.2500
20017001 1990.143917 31.8660 64.2940  236  234.2247 18.6550 4.8503 36.5560  -9.9900 0.3820 0.0280    0.2500
20017001 1990.143917 31.8660 64.2940  238  236.2085 18.6480 4.8494 36.5540  -9.9900 0.3830 0.0280    0.2500
20017001 1990.143917 31.8660 64.2940  240  238.1923 18.6370 4.8484 36.5540  -9.9900 0.3830 0.0290    0.2500
20017001 1990.143917 31.8660 64.2940  242  240.1760 18.6140 4.8459 36.5530  -9.9900 0.3830 0.0230    0.2500
20017001 1990.143917 31.8660 64.2940  244  242.1598 18.5850 4.8429 36.5520  -9.9900 0.3820 0.0240    0.2500
20017001 1990.143917 31.8660 64.2940  246  244.1435 18.5770 4.8420 36.5510  -9.9900 0.3810 0.0260    0.2400
20017001 1990.143917 31.8660 64.2940  248  246.1273 18.5680 4.8411 36.5510  -9.9900 0.3820 0.0240    0.2400
20017001 1990.143917 31.8660 64.2940  250  248.1109 18.5370 4.8378 36.5490  -9.9900 0.3810 0.0240    0.2400
20017001 1990.143917 31.8660 64.2940  252  250.0946 18.5130 4.8353 36.5490  -9.9900 0.3810 0.0230    0.2400
