ID,crn,julian,press,theta,sigma,temp,sal,oxy,xmiss,fluor,nit
10172,103,3819,142,21.9564,24.488,21.9845,35.3368,206.2,NaN,0.6513,NaN
10173,103,3819,144,21.8797,24.506,21.9082,35.3335,207.5,NaN,0.6189,NaN
10174,103,3819,146,21.8043,24.522,21.833,35.3261,207.8,NaN,0.5874,NaN
10175,103,3819,148,21.7379,24.538,21.767,35.3232,207.5,NaN,0.5563,NaN
10176,103,3819,150,21.6257,24.559,21.6551,35.3096,205.4,NaN,0.5254,NaN
10177,103,3819,152,21.5285,24.577,21.5582,35.2973,206.1,NaN,0.5126,NaN
10178,103,3819,154,21.458,24.591,21.488,35.2912,205.6,NaN,0.491,NaN
10179,103,3819,156,21.3798,24.607,21.4101,35.2838,204.7,NaN,0.4719,NaN
10180,103,3819,158,21.2746,24.624,21.3052,35.2679,204.1,NaN,0.4645,NaN
10181,103,3819,160,21.2127,24.636,21.2436,35.2614,203.3,NaN,0.4453,NaN
10182,103,3819,162,21.1005,24.655,21.1316,35.2463,202.6,NaN,0.4296,NaN
10183,103,3819,164,20.9591,24.678,20.9905,35.226,201.8,NaN,0.4185,NaN
10184,103,3819,166,20.8527,24.698,20.8844,35.2134,200.6,NaN,0.4033,NaN
10185,103,3819,168,20.7457,24.713,20.7776,35.196,199.1,NaN,0.3904,NaN
10186,103,3819,170,20.6258,24.733,20.6579,35.1786,197.3,NaN,0.3789,NaN
10187,103,3819,172,20.502,24.753,20.5344,35.1614,195.5,NaN,0.3795,NaN
10188,103,3819,174,20.3875,24.771,20.4202,35.1448,193.9,NaN,0.3546,NaN
10189,103,3819,176,20.28,24.787,20.3129,35.1285,193.1,NaN,0.3465,NaN
10190,103,3819,178,20.1258,24.812,20.1589,35.1081,193.9,NaN,0.3391,NaN
10191,103,3819,180,19.9649,24.841,19.9982,35.0899,194.2,NaN,0.3274,NaN
10192,103,3819,182,19.825,24.865,19.8585,35.0739,194.1,NaN,0.3112,NaN
10193,103,3819,184,19.6857,24.889,19.7194,35.0577,193.8,NaN,0.2954,NaN
10194,103,3819,186,19.5881,24.907,19.622,35.047,193.3,NaN,0.284,NaN
10195,103,3819,188,19.5021,24.922,19.5363,35.038,194.4,NaN,0.2687,NaN
10196,103,3819,190,19.4133,24.939,19.4477,35.0293,194.3,NaN,0.2593,NaN
10197,103,3819,192,19.3176,24.957,19.3523,35.0205,194.4,NaN,0.2512,NaN
10198,103,3819,194,19.2472,24.97,19.2822,35.014,194.6,NaN,0.2436,NaN
10199,103,3819,196,19.1586,24.986,19.1938,35.0062,194.9,NaN,0.2341,NaN
10200,103,3819,198,19.0186,25.013,19.054,34.9938,195.4,NaN,0.2235,NaN
10201,103,3819,200,18.8773,25.038,18.9129,34.9795,195.8,NaN,0.2161,NaN
10202,104,3847,0,22.6347,24.304,22.6347,35.3475,NaN,NaN,0.2144,NaN
10203,104,3847,2,22.6333,24.306,22.6337,35.3499,216,NaN,0.1987,NaN
10204,104,3847,4,22.6343,24.306,22.6351,35.3503,216.1,NaN,0.2035,NaN
10205,104,3847,6,22.6301,24.307,22.6313,35.3501,216.2,NaN,0.204,NaN
10206,104,3847,8,22.6262,24.308,22.6278,35.3499,216.3,NaN,0.2055,NaN
10207,104,3847,10,22.6212,24.309,22.6232,35.3498,216.3,NaN,0.2083,NaN
10208,104,3847,12,22.6129,24.312,22.6153,35.3497,216.5,NaN,0.2069,NaN
10209,104,3847,14,22.6023,24.314,22.6052,35.3492,216.6,NaN,0.2117,NaN
10210,104,3847,16,22.595,24.316,22.5982,35.3491,216.6,NaN,0.214,NaN
10211,104,3847,18,22.5897,24.318,22.5934,35.349,216.6,NaN,0.2141,NaN
10212,104,3847,20,22.5849,24.319,22.5889,35.3487,216.6,NaN,0.2188,NaN
10213,104,3847,22,22.5807,24.32,22.5851,35.3485,216.7,NaN,0.218,NaN
10214,104,3847,24,22.5793,24.32,22.5841,35.3485,216.7,NaN,0.2224,NaN
10215,104,3847,26,22.5747,24.322,22.5799,35.3486,216.7,NaN,0.2239,NaN
10216,104,3847,28,22.569,24.323,22.5746,35.3486,216.8,NaN,0.2288,NaN
10217,104,3847,30,22.566,24.324,22.572,35.3485,216.8,NaN,0.2293,NaN
10218,104,3847,32,22.5606,24.326,22.5671,35.3484,216.8,NaN,0.2343,NaN
10219,104,3847,34,22.5583,24.326,22.5652,35.3484,216.8,NaN,0.2391,NaN
10220,104,3847,36,22.5571,24.326,22.5644,35.3484,216.9,NaN,0.2405,NaN
10221,104,3847,38,22.5561,24.327,22.5637,35.3484,216.9,NaN,0.2429,NaN
10222,104,3847,40,22.5548,24.327,22.5629,35.3483,216.9,NaN,0.2478,NaN
10223,104,3847,42,22.554,24.327,22.5624,35.3483,216.8,NaN,0.2518,NaN
10224,104,3847,44,22.5526,24.328,22.5614,35.3483,216.9,NaN,0.256,NaN
10225,104,3847,46,22.5509,24.328,22.5602,35.3483,216.9,NaN,0.2597,NaN
10226,104,3847,48,22.5483,24.329,22.558,35.3481,216.8,NaN,0.2647,NaN
10227,104,3847,50,22.547,24.329,22.5571,35.348,216.8,NaN,0.2698,NaN
10228,104,3847,52,22.5453,24.329,22.5557,35.3479,216.9,NaN,0.2708,NaN
10229,104,3847,54,22.5438,24.33,22.5547,35.3478,216.8,NaN,0.2777,NaN
10230,104,3847,56,22.5424,24.33,22.5536,35.348,216.8,NaN,0.28,NaN
10231,104,3847,58,22.541,24.331,22.5527,35.3479,216.8,NaN,0.2819,NaN
10232,104,3847,60,22.5399,24.331,22.552,35.3479,216.9,NaN,0.2856,NaN
10233,104,3847,62,22.5391,24.331,22.5516,35.3479,216.9,NaN,0.2861,NaN
10234,104,3847,64,22.5385,24.331,22.5514,35.3479,217,NaN,0.2892,NaN
10235,104,3847,66,22.5378,24.332,22.5511,35.348,216.9,NaN,0.2929,NaN
10236,104,3847,68,22.5369,24.332,22.5506,35.348,216.9,NaN,0.2961,NaN
10237,104,3847,70,22.536,24.332,22.5501,35.3481,216.9,NaN,0.3005,NaN
10238,104,3847,72,22.5355,24.332,22.55,35.3482,216.8,NaN,0.3059,NaN
10239,104,3847,74,22.5348,24.333,22.5497,35.3482,216.9,NaN,0.3111,NaN
10240,104,3847,76,22.534,24.333,22.5493,35.3483,216.8,NaN,0.3163,NaN
10241,104,3847,78,22.5331,24.333,22.5488,35.3484,216.8,NaN,0.3206,NaN
10242,104,3847,80,22.5324,24.334,22.5485,35.3484,216.9,NaN,0.3272,NaN
10243,104,3847,82,22.5312,24.334,22.5477,35.3485,216.9,NaN,0.3347,NaN
10244,104,3847,84,22.5302,24.334,22.5471,35.3486,216.8,NaN,0.3374,NaN
10245,104,3847,86,22.5293,24.335,22.5466,35.3487,216.9,NaN,0.3445,NaN
10246,104,3847,88,22.5291,24.335,22.5468,35.3487,216.9,NaN,0.35,NaN
10247,104,3847,90,22.5281,24.335,22.5462,35.3488,216.8,NaN,0.3573,NaN
10248,104,3847,92,22.5251,24.336,22.5437,35.3489,216.8,NaN,0.3653,NaN
10249,104,3847,94,22.5213,24.337,22.5402,35.3492,216.8,NaN,0.3732,NaN
10250,104,3847,96,22.5183,24.338,22.5376,35.3497,216.9,NaN,0.3829,NaN
10251,104,3847,98,22.5119,24.341,22.5317,35.3506,216.6,NaN,0.4003,NaN
10252,104,3847,100,22.508,24.343,22.5282,35.3511,216.6,NaN,0.4243,NaN
10253,104,3847,102,22.4978,24.346,22.5183,35.3512,216.4,NaN,0.4314,NaN
10254,104,3847,104,22.4839,24.35,22.5048,35.3514,216.3,NaN,0.4515,NaN
10255,104,3847,106,22.4706,24.354,22.4919,35.3524,215.9,NaN,0.4748,NaN
10256,104,3847,108,22.4546,24.36,22.4763,35.3542,215.9,NaN,0.4991,NaN
10257,104,3847,110,22.4416,24.366,22.4637,35.3564,215.7,NaN,0.5188,NaN
10258,104,3847,112,22.4318,24.369,22.4543,35.3573,215.6,NaN,0.5292,NaN
10259,104,3847,114,22.4154,24.374,22.4383,35.3582,215.8,NaN,0.5358,NaN
10260,104,3847,116,22.392,24.381,22.4152,35.3587,215.8,NaN,0.55,NaN
10261,104,3847,118,22.3723,24.388,22.3959,35.3604,215.2,NaN,0.5745,NaN
10262,104,3847,120,22.3468,24.398,22.3708,35.3637,215.1,NaN,0.6039,NaN
10263,104,3847,122,22.327,24.406,22.3514,35.3666,215.5,NaN,0.6121,NaN
10264,104,3847,124,22.3032,24.415,22.328,35.3695,215.9,NaN,0.6165,NaN
10265,104,3847,126,22.2715,24.426,22.2967,35.3726,216.4,NaN,0.6108,NaN
10266,104,3847,128,22.243,24.436,22.2686,35.3757,216.2,NaN,0.6173,NaN
10267,104,3847,130,22.2061,24.448,22.232,35.378,216.3,NaN,0.6215,NaN
10268,104,3847,132,22.17,24.46,22.1963,35.3802,216.4,NaN,0.634,NaN
10269,104,3847,134,22.1359,24.473,22.1626,35.3834,215.9,NaN,0.6507,NaN
10270,104,3847,136,22.0937,24.488,22.1208,35.3885,215.8,NaN,0.6547,NaN
10271,104,3847,138,22.06,24.501,22.0875,35.3924,216,NaN,0.6494,NaN
10272,104,3847,140,22.0344,24.51,22.0622,35.3954,216.1,NaN,0.6451,NaN
10273,104,3847,142,22.0005,24.522,22.0287,35.3986,216.6,NaN,0.6358,NaN
10274,104,3847,144,21.9592,24.537,21.9877,35.4024,217.1,NaN,0.6241,NaN
10275,104,3847,146,21.9242,24.548,21.9531,35.4049,217.1,NaN,0.613,NaN
10276,104,3847,148,21.8915,24.559,21.9208,35.4066,217,NaN,0.6051,NaN
10277,104,3847,150,21.854,24.571,21.8836,35.4088,216.9,NaN,0.6033,NaN
10278,104,3847,152,21.8045,24.588,21.8344,35.4129,216.9,NaN,0.6068,NaN
10279,104,3847,154,21.7613,24.602,21.7916,35.4162,217.3,NaN,0.6075,NaN
10280,104,3847,156,21.7072,24.62,21.7378,35.4195,217.6,NaN,0.5984,NaN
10281,104,3847,158,21.6697,24.633,21.7007,35.4234,217.4,NaN,0.592,NaN
10282,104,3847,160,21.6278,24.648,21.6592,35.4277,217.5,NaN,0.5877,NaN
10283,104,3847,162,21.5839,24.664,21.6156,35.4322,217.8,NaN,0.5747,NaN
10284,104,3847,164,21.5475,24.676,21.5796,35.4351,218.2,NaN,0.5518,NaN
10285,104,3847,166,21.5138,24.687,21.5462,35.4377,218.4,NaN,0.5269,NaN
10286,104,3847,168,21.4817,24.697,21.5145,35.4387,218.5,NaN,0.5113,NaN
10287,104,3847,170,21.4592,24.704,21.4923,35.44,218.4,NaN,0.4898,NaN
10288,104,3847,172,21.4428,24.709,21.4763,35.4408,218.5,NaN,0.4708,NaN
10289,104,3847,174,21.4026,24.723,21.4364,35.4446,218.9,NaN,0.4647,NaN
10290,104,3847,176,21.3716,24.733,21.4059,35.4466,218.8,NaN,0.4471,NaN
10291,104,3847,178,21.3464,24.742,21.381,35.4487,218.5,NaN,0.429,NaN
10292,104,3847,180,21.3316,24.747,21.3665,35.4496,218.4,NaN,0.414,NaN
10293,104,3847,182,21.3103,24.753,21.3456,35.4499,218.3,NaN,0.4015,NaN
10294,104,3847,184,21.2873,24.759,21.323,35.4495,218.3,NaN,0.3865,NaN
10295,104,3847,186,21.2719,24.762,21.308,35.4485,218,NaN,0.3746,NaN
10296,104,3847,188,21.253,24.766,21.2894,35.4467,217.6,NaN,0.3617,NaN
10297,104,3847,190,21.2308,24.77,21.2676,35.444,217.4,NaN,0.3518,NaN
10298,104,3847,192,21.1987,24.775,21.2358,35.4385,216.8,NaN,0.3413,NaN
10299,104,3847,194,21.1787,24.779,21.2162,35.4373,216.4,NaN,0.3268,NaN
10300,104,3847,196,21.1615,24.783,21.1994,35.436,216,NaN,0.3198,NaN
10301,104,3847,198,21.1379,24.788,21.1761,35.4332,216,NaN,0.3092,NaN
10302,104,3847,200,21.1012,24.794,21.1397,35.4286,216,NaN,0.303,NaN
10303,105,3873,0,23.7456,24.003,23.7456,35.3755,213.8,NaN,0.076,NaN
10304,105,3873,2,23.7278,24.006,23.7282,35.373,213.6,NaN,0.0939,NaN
10305,105,3873,4,23.7288,24.005,23.7296,35.3725,213.6,NaN,0.0945,NaN
10306,105,3873,6,23.7288,24.006,23.7301,35.3732,213.7,NaN,0.096,NaN
10307,105,3873,8,23.7258,24.007,23.7275,35.373,213.8,NaN,0.0939,NaN
10308,105,3873,10,23.7171,24.009,23.7192,35.3729,213.8,NaN,0.0967,NaN
10309,105,3873,12,23.705,24.012,23.7075,35.3725,213.9,NaN,0.1034,NaN
10310,105,3873,14,23.7003,24.014,23.7032,35.3723,214,NaN,0.1032,NaN
10311,105,3873,16,23.6892,24.017,23.6926,35.3723,214,NaN,0.108,NaN
10312,105,3873,18,23.6764,24.021,23.6802,35.3724,214,NaN,0.1105,NaN
10313,105,3873,20,23.667,24.024,23.6712,35.3727,214,NaN,0.1131,NaN
10314,105,3873,22,23.6588,24.026,23.6634,35.3725,214.1,NaN,0.1218,NaN
10315,105,3873,24,23.645,24.03,23.65,35.3733,214.2,NaN,0.1271,NaN
10316,105,3873,26,23.6057,24.043,23.6111,35.3743,214.7,NaN,0.125,NaN
10317,105,3873,28,23.5732,24.052,23.579,35.374,214.9,NaN,0.124,NaN
10318,105,3873,30,23.5415,24.061,23.5478,35.3732,215.2,NaN,0.1261,NaN
10319,105,3873,32,23.4756,24.08,23.4822,35.3727,215.5,NaN,0.1297,NaN
10320,105,3873,34,23.3798,24.107,23.3868,35.3721,216,NaN,0.1332,NaN
10321,105,3873,36,23.2462,24.146,23.2536,35.3723,217,NaN,0.1408,NaN
10322,105,3873,38,23.1316,24.179,23.1394,35.3716,218,NaN,0.1452,NaN
10323,105,3873,40,23.0605,24.2,23.0687,35.3717,218.9,NaN,0.1488,NaN
10324,105,3873,42,22.9753,24.226,22.9839,35.374,219.1,NaN,0.1518,NaN
10325,105,3873,44,22.8727,24.257,22.8816,35.3761,219.4,NaN,0.1592,NaN
10326,105,3873,46,22.7874,24.283,22.7967,35.378,219.5,NaN,0.1613,NaN
10327,105,3873,48,22.7278,24.302,22.7375,35.3803,219.6,NaN,0.1643,NaN
10328,105,3873,50,22.678,24.318,22.6881,35.3828,219.8,NaN,0.1695,NaN
10329,105,3873,52,22.6202,24.335,22.6307,35.384,220,NaN,0.1742,NaN
10330,105,3873,54,22.5681,24.352,22.579,35.3855,220.1,NaN,0.1798,NaN
10331,105,3873,56,22.5183,24.367,22.5296,35.3879,220.2,NaN,0.1877,NaN
10332,105,3873,58,22.4747,24.383,22.4864,35.3923,220.3,NaN,0.1938,NaN
10333,105,3873,60,22.4285,24.399,22.4406,35.3958,220.4,NaN,0.2025,NaN
10334,105,3873,62,22.3799,24.415,22.3924,35.398,220.4,NaN,0.2112,NaN
10335,105,3873,64,22.3315,24.43,22.3443,35.4003,220.3,NaN,0.2225,NaN
10336,105,3873,66,22.2662,24.449,22.2794,35.4006,220.3,NaN,0.2362,NaN
10337,105,3873,68,22.2212,24.462,22.2347,35.4014,219.9,NaN,0.2437,NaN
10338,105,3873,70,22.1752,24.477,22.1892,35.4041,219.9,NaN,0.2598,NaN
10339,105,3873,72,22.1277,24.493,22.142,35.4079,219.9,NaN,0.2735,NaN
10340,105,3873,74,22.0809,24.508,22.0956,35.4096,219.6,NaN,0.2822,NaN
10341,105,3873,76,22.021,24.526,22.0361,35.4114,219.4,NaN,0.2827,NaN
10342,105,3873,78,21.9313,24.547,21.9467,35.4057,219.1,NaN,0.2943,NaN
10343,105,3873,80,21.8582,24.562,21.8739,35.3993,218.7,NaN,0.3096,NaN
10344,105,3873,82,21.7875,24.577,21.8036,35.393,218.5,NaN,0.3614,NaN
10345,105,3873,84,21.697,24.596,21.7135,35.3848,218.3,NaN,0.4003,NaN
10346,105,3873,86,21.6407,24.612,21.6576,35.385,218.3,NaN,0.4509,NaN
10347,105,3873,88,21.5727,24.628,21.5899,35.381,218.3,NaN,0.4893,NaN
10348,105,3873,90,21.5025,24.644,21.5201,35.3761,218.5,NaN,0.5223,NaN
10349,105,3873,92,21.4417,24.655,21.4596,35.3694,218.3,NaN,0.5947,NaN
10350,105,3873,94,21.3868,24.666,21.4051,35.3633,217.9,NaN,0.6601,NaN
10351,105,3873,96,21.3304,24.678,21.349,35.3587,217.3,NaN,0.7042,NaN
10352,105,3873,98,21.2891,24.691,21.3081,35.3604,216.7,NaN,0.7271,NaN
10353,105,3873,100,21.2278,24.706,21.2471,35.358,216,NaN,0.7446,NaN
10354,105,3873,102,21.1807,24.716,21.2004,35.3553,215,NaN,0.7464,NaN
10355,105,3873,104,21.1208,24.728,21.1408,35.3489,214.6,NaN,0.7759,NaN
10356,105,3873,106,21.0573,24.744,21.0776,35.3471,214,NaN,0.8479,NaN
10357,105,3873,108,21.0018,24.758,21.0225,35.3458,213.9,NaN,0.8961,NaN
10358,105,3873,110,20.9522,24.771,20.9732,35.3445,213.9,NaN,0.8953,NaN
10359,105,3873,112,20.9012,24.781,20.9225,35.3402,213.3,NaN,0.9002,NaN
10360,105,3873,114,20.8436,24.792,20.8653,35.3333,212.7,NaN,0.9222,NaN
10361,105,3873,116,20.7702,24.803,20.7923,35.3225,212.2,NaN,0.9438,NaN
10362,105,3873,118,20.7096,24.813,20.732,35.3134,211,NaN,0.9539,NaN
10363,105,3873,120,20.6368,24.825,20.6595,35.3038,210.6,NaN,0.9427,NaN
10364,105,3873,122,20.5351,24.841,20.5581,35.2894,210.8,NaN,0.928,NaN
10365,105,3873,124,20.4324,24.857,20.4557,35.2736,210.1,NaN,0.8886,NaN
10366,105,3873,126,20.3322,24.871,20.3558,35.2569,209,NaN,0.8587,NaN
10367,105,3873,128,20.23,24.884,20.2539,35.2392,208.5,NaN,0.8097,NaN
10368,105,3873,130,20.1311,24.897,20.1553,35.2213,207.2,NaN,0.7705,NaN
10369,105,3873,132,20.029,24.911,20.0534,35.2042,205.9,NaN,0.7361,NaN
10370,105,3873,134,19.8936,24.931,19.9184,35.1838,203.9,NaN,0.7014,NaN
10371,105,3873,136,19.7512,24.951,19.7762,35.1603,202,NaN,0.6644,NaN
10372,105,3873,138,19.613,24.969,19.6381,35.1372,201.3,NaN,0.621,NaN
10373,105,3873,140,19.4824,24.987,19.5078,35.1159,200,NaN,0.5878,NaN
10374,105,3873,142,19.3691,25.002,19.3948,35.0979,199.3,NaN,0.5583,NaN
10375,105,3873,144,19.2666,25.016,19.2925,35.0816,199.6,NaN,0.5215,NaN
10376,105,3873,146,19.1698,25.03,19.196,35.0667,199.7,NaN,0.5128,NaN
10377,105,3873,148,19.0805,25.043,19.107,35.0542,198.9,NaN,0.4845,NaN
10378,105,3873,150,18.972,25.059,18.9987,35.0387,198.7,NaN,0.4558,NaN
10379,105,3873,152,18.8305,25.077,18.8574,35.0148,198.5,NaN,0.4289,NaN
10380,105,3873,154,18.6858,25.096,18.713,34.9922,198,NaN,0.4042,NaN
10381,105,3873,156,18.5963,25.108,18.6237,34.9783,197,NaN,0.3766,NaN
10382,105,3873,158,18.4804,25.123,18.5081,34.9598,196.8,NaN,0.351,NaN
10383,105,3873,160,18.3689,25.138,18.3968,34.9426,196.7,NaN,0.3296,NaN
10384,105,3873,162,18.2713,25.15,18.2994,34.9274,196.1,NaN,0.3121,NaN
10385,105,3873,164,18.1705,25.163,18.1988,34.9107,196.1,NaN,0.2884,NaN
10386,105,3873,166,18.0521,25.178,18.0806,34.8924,196.3,NaN,0.2691,NaN
10387,105,3873,168,17.9271,25.194,17.9558,34.8738,196.2,NaN,0.2609,NaN
10388,105,3873,170,17.8097,25.209,17.8386,34.8559,195.5,NaN,0.2426,NaN
10389,105,3873,172,17.6946,25.224,17.7237,34.8383,195.4,NaN,0.2236,NaN
10390,105,3873,174,17.5836,25.238,17.613,34.8212,195.1,NaN,0.2075,NaN
10391,105,3873,176,17.493,25.25,17.5227,34.8084,195.2,NaN,0.1981,NaN
10392,105,3873,178,17.4118,25.261,17.4417,34.7973,195.3,NaN,0.1842,NaN
10393,105,3873,180,17.2902,25.276,17.3202,34.7792,195.6,NaN,0.1748,NaN
10394,105,3873,182,17.1772,25.291,17.2074,34.7626,195.6,NaN,0.1626,NaN
10395,105,3873,184,17.089,25.301,17.1194,34.7489,195.3,NaN,0.1533,NaN
10396,105,3873,186,17.0029,25.312,17.0335,34.7357,195.5,NaN,0.1458,NaN
10397,105,3873,188,16.9101,25.324,16.9409,34.7227,195.6,NaN,0.1378,NaN
10398,105,3873,190,16.8402,25.332,16.8714,34.7125,195.1,NaN,0.1294,NaN
10399,105,3873,192,16.7703,25.341,16.8017,34.7029,194.9,NaN,0.1243,NaN
10400,105,3873,194,16.6723,25.354,16.7038,34.6893,195,NaN,0.1203,NaN
10401,105,3873,196,16.5434,25.371,16.5751,34.6722,194.8,NaN,0.1137,NaN
10402,105,3873,198,16.4704,25.381,16.5023,34.6625,194.3,NaN,0.1098,NaN
10403,105,3873,200,16.3204,25.4,16.3525,34.6421,194.2,NaN,0.1027,NaN
10404,106,3938,0,25.0343,23.291,25.0343,34.9454,209.3,NaN,0.1397,NaN
10405,106,3938,2,25.0546,23.286,25.0551,34.947,209,NaN,0.1379,NaN
10406,106,3938,4,25.0555,23.286,25.0563,34.9467,209.1,NaN,0.1282,NaN
10407,106,3938,6,25.0554,23.285,25.0567,34.9449,209.1,NaN,0.1337,NaN
10408,106,3938,8,25.0546,23.286,25.0564,34.9462,209.2,NaN,0.133,NaN
10409,106,3938,10,25.0513,23.287,25.0534,34.9462,209.1,NaN,0.1353,NaN
10410,106,3938,12,25.05,23.287,25.0526,34.9461,209.1,NaN,0.136,NaN
10411,106,3938,14,25.0481,23.288,25.0511,34.9462,209,NaN,0.1363,NaN
10412,106,3938,16,25.0437,23.289,25.0471,34.9463,209.1,NaN,0.1397,NaN
10413,106,3938,18,25.0406,23.29,25.0445,34.9464,209.1,NaN,0.1452,NaN
10414,106,3938,20,25.0377,23.291,25.042,34.9464,209.1,NaN,0.1511,NaN
10415,106,3938,22,25.0353,23.293,25.04,34.9482,209.1,NaN,0.1481,NaN
10416,106,3938,24,25.0341,23.293,25.0393,34.9468,209.1,NaN,0.1468,NaN
10417,106,3938,26,25.0319,23.293,25.0376,34.947,209.1,NaN,0.1489,NaN
10418,106,3938,28,25.0285,23.295,25.0346,34.9475,209.1,NaN,0.1606,NaN
10419,106,3938,30,25.0264,23.296,25.0329,34.948,209.1,NaN,0.1536,NaN
10420,106,3938,32,25.0245,23.297,25.0315,34.9487,209.1,NaN,0.1555,NaN
10421,106,3938,34,25.0225,23.298,25.0298,34.949,209.1,NaN,0.1543,NaN
10422,106,3938,36,25.021,23.298,25.0288,34.9493,209.1,NaN,0.1631,NaN
10423,106,3938,38,25.0204,23.299,25.0286,34.9493,209.2,NaN,0.1633,NaN
10424,106,3938,40,25.0183,23.3,25.027,34.9504,209.2,NaN,0.1633,NaN
10425,106,3938,42,25.0173,23.301,25.0264,34.9507,209.2,NaN,0.1699,NaN
10426,106,3938,44,25.0161,23.301,25.0257,34.9512,209.2,NaN,0.1695,NaN
10427,106,3938,46,25.0144,23.302,25.0244,34.9516,209.2,NaN,0.1719,NaN
10428,106,3938,48,25.0113,23.304,25.0217,34.9523,209.2,NaN,0.1778,NaN
10429,106,3938,50,25.0068,23.305,25.0176,34.953,209.1,NaN,0.1807,NaN
10430,106,3938,52,24.985,23.313,24.9963,34.9543,209.2,NaN,0.1812,NaN
10431,106,3938,54,24.9467,23.326,24.9584,34.9565,209.5,NaN,0.1914,NaN
10432,106,3938,56,24.8799,23.35,24.892,34.9613,210,NaN,0.1976,NaN
10433,106,3938,58,24.7865,23.383,24.799,34.9673,210.7,NaN,0.2129,NaN
10434,106,3938,60,24.698,23.414,24.7109,34.9725,211.5,NaN,0.236,NaN
10435,106,3938,62,24.6377,23.434,24.651,34.9757,213.1,NaN,0.2585,NaN
10436,106,3938,64,24.5941,23.449,24.6078,34.9783,213.2,NaN,0.2747,NaN
10437,106,3938,66,24.5189,23.474,24.533,34.9804,213.6,NaN,0.2859,NaN
10438,106,3938,68,24.4273,23.504,24.4418,34.9846,213.9,NaN,0.2985,NaN
10439,106,3938,70,24.3607,23.53,24.3756,34.9921,213.9,NaN,0.3136,NaN
10440,106,3938,72,24.301,23.55,24.3162,34.9954,213.7,NaN,0.3256,NaN
10441,106,3938,74,24.2694,23.562,24.2851,34.9981,213.4,NaN,0.3398,NaN
10442,106,3938,76,24.2159,23.581,24.232,35.0021,213.2,NaN,0.3534,NaN
10443,106,3938,78,24.1676,23.599,24.1841,35.0074,212.9,NaN,0.3664,NaN
10444,106,3938,80,24.1266,23.617,24.1435,35.0151,212.5,NaN,0.3813,NaN
10445,106,3938,82,24.1031,23.628,24.1205,35.021,211.9,NaN,0.392,NaN
10446,106,3938,84,24.0841,23.637,24.1018,35.025,211.5,NaN,0.403,NaN
10447,106,3938,86,24.0535,23.649,24.0717,35.0291,211.2,NaN,0.4144,NaN
10448,106,3938,88,24.0282,23.662,24.0468,35.0363,211,NaN,0.4255,NaN
10449,106,3938,90,24.0011,23.675,24.02,35.043,210.7,NaN,0.4351,NaN
10450,106,3938,92,23.961,23.687,23.9803,35.0431,210.4,NaN,0.442,NaN
10451,106,3938,94,23.9295,23.701,23.9493,35.0485,210.2,NaN,0.4518,NaN
10452,106,3938,96,23.9006,23.718,23.9208,35.0603,210.1,NaN,0.4674,NaN
10453,106,3938,98,23.8769,23.733,23.8974,35.071,209.9,NaN,0.4869,NaN
10454,106,3938,100,23.8478,23.751,23.8687,35.0834,210,NaN,0.5014,NaN
10455,106,3938,102,23.8168,23.769,23.8382,35.0945,210.1,NaN,0.5225,NaN
10456,106,3938,104,23.7821,23.789,23.8039,35.1075,210.1,NaN,0.5479,NaN
10457,106,3938,106,23.7433,23.808,23.7654,35.1174,209.8,NaN,0.5762,NaN
10458,106,3938,108,23.7029,23.826,23.7255,35.1252,209.4,NaN,0.605,NaN
10459,106,3938,110,23.6743,23.846,23.6973,35.1406,208.7,NaN,0.6384,NaN
10460,106,3938,112,23.622,23.869,23.6453,35.1506,208.1,NaN,0.6706,NaN
10461,106,3938,114,23.5638,23.891,23.5875,35.1583,207.6,NaN,0.7068,NaN
10462,106,3938,116,23.4963,23.916,23.5204,35.1646,207.5,NaN,0.7449,NaN
10463,106,3938,118,23.4256,23.94,23.4501,35.1693,206.7,NaN,0.7889,NaN
10464,106,3938,120,23.3638,23.96,23.3886,35.1724,205.6,NaN,0.8344,NaN
10465,106,3938,122,23.3124,23.976,23.3376,35.1727,204.8,NaN,0.8607,NaN
10466,106,3938,124,23.2507,23.995,23.2762,35.1739,204,NaN,0.876,NaN
10467,106,3938,126,23.1844,24.016,23.2103,35.1772,203.4,NaN,0.8952,NaN
10468,106,3938,128,23.1195,24.039,23.1457,35.1823,202.8,NaN,0.9048,NaN
10469,106,3938,130,23.0512,24.062,23.0778,35.1869,202.6,NaN,0.8976,NaN
10470,106,3938,132,22.9769,24.084,23.0038,35.1872,202.1,NaN,0.8913,NaN
10471,106,3938,134,22.9121,24.106,22.9395,35.1919,201.8,NaN,0.8802,NaN
10472,106,3938,136,22.8554,24.13,22.8831,35.2017,201.5,NaN,0.8554,NaN
10473,106,3938,138,22.7961,24.153,22.8242,35.2094,202.3,NaN,0.8186,NaN
10474,106,3938,140,22.7441,24.173,22.7725,35.2164,202.8,NaN,0.7889,NaN
10475,106,3938,142,22.6886,24.194,22.7173,35.2227,203.5,NaN,0.7644,NaN
10476,106,3938,144,22.6443,24.21,22.6734,35.2284,204.2,NaN,0.7338,NaN
10477,106,3938,146,22.6037,24.229,22.6332,35.2376,205,NaN,0.7096,NaN
10478,106,3938,148,22.5467,24.254,22.5766,35.2489,206.5,NaN,0.6887,NaN
