ID,crn,julian,press,theta,sigma,temp,sal,oxy,xmiss,fluor,nit
9864,100,3721,132,21.8712,24.405,21.8972,35.1975,207.6,NaN,0.4435,NaN
9865,100,3721,134,21.8364,24.415,21.8628,35.1978,206.6,NaN,0.4383,NaN
9866,100,3721,136,21.7884,24.429,21.8151,35.1979,205.6,NaN,0.4159,NaN
9867,100,3721,138,21.7452,24.441,21.7724,35.1975,204.4,NaN,0.3935,NaN
9868,100,3721,140,21.7123,24.449,21.7398,35.197,203.5,NaN,0.372,NaN
9869,100,3721,142,21.6645,24.462,21.6924,35.1964,202.8,NaN,0.354,NaN
9870,100,3721,144,21.6072,24.477,21.6353,35.1954,202.2,NaN,0.3358,NaN
9871,100,3721,146,21.5515,24.492,21.58,35.1948,202,NaN,0.3211,NaN
9872,100,3721,148,21.5068,24.504,21.5357,35.1936,201.6,NaN,0.3069,NaN
9873,100,3721,150,21.4612,24.516,21.4904,35.1929,201.2,NaN,0.2906,NaN
9874,100,3721,152,21.4213,24.526,21.4508,35.1926,201,NaN,0.2732,NaN
9875,100,3721,154,21.3803,24.537,21.4102,35.1909,201,NaN,0.2567,NaN
9876,100,3721,156,21.334,24.548,21.3643,35.1895,200.8,NaN,0.2457,NaN
9877,100,3721,158,21.2716,24.564,21.3021,35.1879,200.5,NaN,0.2337,NaN
9878,100,3721,160,21.2255,24.576,21.2564,35.1863,200,NaN,0.2195,NaN
9879,100,3721,162,21.1658,24.59,21.1971,35.1833,200.1,NaN,0.2068,NaN
9880,100,3721,164,21.1084,24.604,21.1399,35.1819,200,NaN,0.1937,NaN
9881,100,3721,166,21.0649,24.615,21.0968,35.1804,200,NaN,0.1802,NaN
9882,100,3721,168,21.0167,24.627,21.0489,35.1792,200.4,NaN,0.1657,NaN
9883,100,3721,170,20.9685,24.639,21.001,35.1781,200.8,NaN,0.1519,NaN
9884,100,3721,172,20.923,24.651,20.9559,35.1773,201.2,NaN,0.142,NaN
9885,100,3721,174,20.8868,24.661,20.92,35.1767,201.6,NaN,0.1328,NaN
9886,100,3721,176,20.8601,24.667,20.8937,35.176,201.6,NaN,0.1263,NaN
9887,100,3721,178,20.8131,24.679,20.847,35.1743,201.7,NaN,0.1194,NaN
9888,100,3721,180,20.7599,24.692,20.7942,35.1724,201.3,NaN,0.114,NaN
9889,100,3721,182,20.6958,24.708,20.7303,35.1706,201.3,NaN,0.1044,NaN
9890,100,3721,184,20.6344,24.722,20.6693,35.1678,201.3,NaN,0.0947,NaN
9891,100,3721,186,20.579,24.735,20.6141,35.1648,201.1,NaN,0.087,NaN
9892,100,3721,188,20.524,24.747,20.5595,35.1621,201.2,NaN,0.0805,NaN
9893,100,3721,190,20.4846,24.756,20.5204,35.1594,201,NaN,0.0756,NaN
9894,100,3721,192,20.4251,24.768,20.4612,35.1551,201.2,NaN,0.0705,NaN
9895,100,3721,194,20.3565,24.782,20.3929,35.149,201.3,NaN,0.0694,NaN
9896,100,3721,196,20.2789,24.798,20.3156,35.1431,201.4,NaN,0.0655,NaN
9897,100,3721,198,20.2227,24.81,20.2597,35.1384,201.1,NaN,0.0615,NaN
9898,100,3721,200,20.176,24.819,20.2133,35.1345,201.2,NaN,0.0579,NaN
9899,101,3756,0,23.4454,24.002,23.4454,35.2591,210.1,NaN,0.1902,NaN
9900,101,3756,2,23.5078,23.98,23.5082,35.2542,210.3,NaN,0.1689,NaN
9901,101,3756,4,23.5085,23.98,23.5093,35.2543,210.4,NaN,0.1654,NaN
9902,101,3756,6,23.5085,23.979,23.5097,35.2527,210.6,NaN,0.1656,NaN
9903,101,3756,8,23.5065,23.983,23.5082,35.2564,210.8,NaN,0.17,NaN
9904,101,3756,10,23.5026,23.98,23.5046,35.252,210.8,NaN,0.1716,NaN
9905,101,3756,12,23.499,23.983,23.5015,35.2539,210.8,NaN,0.1774,NaN
9906,101,3756,14,23.4944,23.984,23.4973,35.2539,210.9,NaN,0.1795,NaN
9907,101,3756,16,23.4921,23.985,23.4955,35.254,211,NaN,0.1788,NaN
9908,101,3756,18,23.4909,23.985,23.4947,35.2534,211,NaN,0.178,NaN
9909,101,3756,20,23.4893,23.986,23.4935,35.2546,211,NaN,0.1806,NaN
9910,101,3756,22,23.4875,23.987,23.492,35.255,211,NaN,0.1828,NaN
9911,101,3756,24,23.4854,23.988,23.4904,35.2556,211,NaN,0.1868,NaN
9912,101,3756,26,23.4821,23.99,23.4875,35.2563,211,NaN,0.1904,NaN
9913,101,3756,28,23.476,23.992,23.4818,35.2579,211,NaN,0.1945,NaN
9914,101,3756,30,23.4757,23.994,23.4819,35.2599,211,NaN,0.1986,NaN
9915,101,3756,32,23.4709,23.996,23.4775,35.2604,211,NaN,0.2031,NaN
9916,101,3756,34,23.47,23.998,23.477,35.2623,211,NaN,0.2122,NaN
9917,101,3756,36,23.4678,24,23.4752,35.2641,211,NaN,0.2178,NaN
9918,101,3756,38,23.4638,24.004,23.4717,35.2683,211,NaN,0.2248,NaN
9919,101,3756,40,23.4607,24.003,23.469,35.2655,211,NaN,0.2288,NaN
9920,101,3756,42,23.4573,24.004,23.466,35.2654,211.1,NaN,0.2303,NaN
9921,101,3756,44,23.454,24.005,23.4631,35.2655,211,NaN,0.2316,NaN
9922,101,3756,46,23.4516,24.006,23.4611,35.2661,211,NaN,0.2378,NaN
9923,101,3756,48,23.4493,24.007,23.4592,35.2671,211,NaN,0.2509,NaN
9924,101,3756,50,23.448,24.008,23.4584,35.268,211,NaN,0.2525,NaN
9925,101,3756,52,23.446,24.009,23.4568,35.2685,211.1,NaN,0.25,NaN
9926,101,3756,54,23.4441,24.01,23.4553,35.2689,211.1,NaN,0.2522,NaN
9927,101,3756,56,23.4426,24.011,23.4542,35.2694,211.1,NaN,0.2575,NaN
9928,101,3756,58,23.4419,24.012,23.454,35.2698,211,NaN,0.2617,NaN
9929,101,3756,60,23.4419,24.012,23.4543,35.2703,211.1,NaN,0.2662,NaN
9930,101,3756,62,23.4409,24.012,23.4537,35.2706,211,NaN,0.2718,NaN
9931,101,3756,64,23.4409,24.013,23.4542,35.2714,211,NaN,0.2784,NaN
9932,101,3756,66,23.4412,24.014,23.4549,35.2725,210.9,NaN,0.283,NaN
9933,101,3756,68,23.4419,24.015,23.456,35.2739,210.8,NaN,0.2849,NaN
9934,101,3756,70,23.4418,24.015,23.4563,35.2749,210.9,NaN,0.2898,NaN
9935,101,3756,72,23.4411,24.016,23.456,35.2759,210.8,NaN,0.2962,NaN
9936,101,3756,74,23.4391,24.017,23.4544,35.276,210.8,NaN,0.3044,NaN
9937,101,3756,76,23.4375,24.018,23.4533,35.2765,210.9,NaN,0.3115,NaN
9938,101,3756,78,23.4357,24.018,23.4519,35.2766,210.8,NaN,0.3199,NaN
9939,101,3756,80,23.4355,24.019,23.4521,35.2769,210.8,NaN,0.3264,NaN
9940,101,3756,82,23.4355,24.019,23.4525,35.2774,210.8,NaN,0.3305,NaN
9941,101,3756,84,23.4348,24.02,23.4522,35.2775,210.7,NaN,0.3365,NaN
9942,101,3756,86,23.4339,24.02,23.4517,35.2783,210.7,NaN,0.3384,NaN
9943,101,3756,88,23.4335,24.021,23.4517,35.2791,210.7,NaN,0.3403,NaN
9944,101,3756,90,23.434,24.023,23.4526,35.2811,210.6,NaN,0.3421,NaN
9945,101,3756,92,23.4349,24.024,23.454,35.2834,210.6,NaN,0.352,NaN
9946,101,3756,94,23.4367,24.026,23.4562,35.2874,210.6,NaN,0.3628,NaN
9947,101,3756,96,23.4361,24.029,23.456,35.29,210.5,NaN,0.3687,NaN
9948,101,3756,98,23.4369,24.03,23.4572,35.2919,210.4,NaN,0.3679,NaN
9949,101,3756,100,23.4357,24.031,23.4564,35.2925,210.3,NaN,0.3662,NaN
9950,101,3756,102,23.4342,24.032,23.4553,35.2935,210.2,NaN,0.3654,NaN
9951,101,3756,104,23.4326,24.034,23.4541,35.2957,210.1,NaN,0.3679,NaN
9952,101,3756,106,23.4293,24.037,23.4513,35.2991,210,NaN,0.3678,NaN
9953,101,3756,108,23.4296,24.04,23.4519,35.3023,209.8,NaN,0.3671,NaN
9954,101,3756,110,23.4307,24.043,23.4535,35.3068,209.6,NaN,0.3675,NaN
9955,101,3756,112,23.4293,24.047,23.4525,35.3116,209.4,NaN,0.3729,NaN
9956,101,3756,114,23.427,24.051,23.4507,35.3163,208.9,NaN,0.3811,NaN
9957,101,3756,116,23.4167,24.055,23.4407,35.3174,208.1,NaN,0.3839,NaN
9958,101,3756,118,23.3846,24.062,23.409,35.3141,207.7,NaN,0.3781,NaN
9959,101,3756,120,23.3436,24.07,23.3684,35.3093,207.2,NaN,0.369,NaN
9960,101,3756,122,23.2985,24.081,23.3237,35.3059,206.4,NaN,0.3589,NaN
9961,101,3756,124,23.2403,24.094,23.2658,35.3016,205.8,NaN,0.3523,NaN
9962,101,3756,126,23.2004,24.107,23.2263,35.303,205.5,NaN,0.335,NaN
9963,101,3756,128,23.1601,24.121,23.1864,35.3057,205.3,NaN,0.3185,NaN
9964,101,3756,130,23.0976,24.137,23.1243,35.3028,205.3,NaN,0.3037,NaN
9965,101,3756,132,23.0241,24.153,23.0511,35.2968,205.1,NaN,0.2908,NaN
9966,101,3756,134,22.9648,24.166,22.9922,35.2909,204.4,NaN,0.282,NaN
9967,101,3756,136,22.8953,24.18,22.923,35.2829,203.6,NaN,0.277,NaN
9968,101,3756,138,22.7896,24.2,22.8177,35.2697,203.1,NaN,0.2717,NaN
9969,101,3756,140,22.6916,24.223,22.72,35.262,202.6,NaN,0.2674,NaN
9970,101,3756,142,22.5696,24.252,22.5983,35.2545,201.4,NaN,0.2607,NaN
9971,101,3756,144,22.3969,24.291,22.4258,35.242,200.5,NaN,0.2535,NaN
9972,101,3756,146,22.2706,24.319,22.2998,35.2313,199.5,NaN,0.2483,NaN
9973,101,3756,148,22.1677,24.34,22.1972,35.2214,199.1,NaN,0.2454,NaN
9974,101,3756,150,22.0358,24.369,22.0656,35.2097,199.4,NaN,0.2391,NaN
9975,101,3756,152,21.8903,24.4,21.9203,35.1971,199.5,NaN,0.2338,NaN
9976,101,3756,154,21.7838,24.424,21.8141,35.1898,199.2,NaN,0.2281,NaN
9977,101,3756,156,21.6676,24.451,21.6982,35.1822,199,NaN,0.2243,NaN
9978,101,3756,158,21.5599,24.475,21.5908,35.1751,198.6,NaN,0.2197,NaN
9979,101,3756,160,21.4621,24.498,21.4933,35.1698,198,NaN,0.2126,NaN
9980,101,3756,162,21.3303,24.527,21.3617,35.1605,197.5,NaN,0.2099,NaN
9981,101,3756,164,21.178,24.561,21.2096,35.1495,197,NaN,0.2099,NaN
9982,101,3756,166,21.0259,24.595,21.0577,35.1408,196.6,NaN,0.2019,NaN
9983,101,3756,168,20.8924,24.626,20.9245,35.1336,196.4,NaN,0.1934,NaN
9984,101,3756,170,20.7706,24.655,20.803,35.1278,196.4,NaN,0.1842,NaN
9985,101,3756,172,20.667,24.679,20.6996,35.1225,196.3,NaN,0.1744,NaN
9986,101,3756,174,20.5487,24.705,20.5816,35.1157,196.6,NaN,0.1683,NaN
9987,101,3756,176,20.4215,24.734,20.4546,35.1084,197.3,NaN,0.1637,NaN
9988,101,3756,178,20.3203,24.755,20.3537,35.1002,197.5,NaN,0.159,NaN
9989,101,3756,180,20.2273,24.774,20.2609,35.0939,197.9,NaN,0.1521,NaN
9990,101,3756,182,20.1265,24.796,20.1603,35.0871,198.3,NaN,0.1486,NaN
9991,101,3756,184,20.0173,24.819,20.0514,35.079,198.4,NaN,0.1456,NaN
9992,101,3756,186,19.935,24.836,19.9694,35.0734,198.5,NaN,0.1452,NaN
9993,101,3756,188,19.8746,24.849,19.9093,35.0689,198.4,NaN,0.1434,NaN
9994,101,3756,190,19.8154,24.861,19.8504,35.065,198.4,NaN,0.1418,NaN
9995,101,3756,192,19.731,24.878,19.7662,35.0584,198.6,NaN,0.1427,NaN
9996,101,3756,194,19.6567,24.893,19.6922,35.0527,198.5,NaN,0.143,NaN
9997,101,3756,196,19.5534,24.915,19.5891,35.046,198.4,NaN,0.1419,NaN
9998,101,3756,198,19.4472,24.936,19.4832,35.0379,198.3,NaN,0.1409,NaN
9999,101,3756,200,19.288,24.963,19.3242,35.0185,198.4,NaN,0.1403,NaN
10000,102,3792,0,23.2539,24.138,23.2539,35.3646,212.2,NaN,0.145,NaN
10001,102,3792,2,23.2167,24.148,23.2171,35.3629,211.5,NaN,0.1345,NaN
10002,102,3792,4,23.188,24.156,23.1889,35.3625,213.5,NaN,0.1376,NaN
10003,102,3792,6,23.1586,24.164,23.1598,35.3617,213.6,NaN,0.1403,NaN
10004,102,3792,8,23.1231,24.173,23.1247,35.3605,214,NaN,0.1425,NaN
10005,102,3792,10,23.1108,24.176,23.1128,35.3602,211.4,NaN,0.1478,NaN
10006,102,3792,12,23.1036,24.178,23.1061,35.359,212.1,NaN,0.146,NaN
10007,102,3792,14,23.0987,24.18,23.1016,35.3597,213.1,NaN,0.1489,NaN
10008,102,3792,16,23.0944,24.181,23.0977,35.3595,213.5,NaN,0.1502,NaN
10009,102,3792,18,23.0907,24.181,23.0944,35.3592,213.5,NaN,0.1537,NaN
10010,102,3792,20,23.0809,24.184,23.085,35.3586,213.5,NaN,0.1545,NaN
10011,102,3792,22,23.0738,24.186,23.0783,35.358,213.2,NaN,0.1614,NaN
10012,102,3792,24,23.0608,24.189,23.0657,35.3574,212.9,NaN,0.1721,NaN
10013,102,3792,26,23.0419,24.194,23.0473,35.3565,212.8,NaN,0.1801,NaN
10014,102,3792,28,23.0203,24.198,23.0261,35.3543,212.5,NaN,0.1829,NaN
10015,102,3792,30,23.0031,24.202,23.0092,35.3524,212.7,NaN,0.1839,NaN
10016,102,3792,32,22.9897,24.205,22.9962,35.3514,212.9,NaN,0.19,NaN
10017,102,3792,34,22.9802,24.207,22.9871,35.3506,213,NaN,0.2006,NaN
10018,102,3792,36,22.9727,24.209,22.98,35.3499,213.2,NaN,0.2161,NaN
10019,102,3792,38,22.9646,24.21,22.9723,35.3493,213.3,NaN,0.2206,NaN
10020,102,3792,40,22.9588,24.212,22.967,35.3487,213.4,NaN,0.2299,NaN
10021,102,3792,42,22.9556,24.213,22.9642,35.3489,213.5,NaN,0.237,NaN
10022,102,3792,44,22.952,24.214,22.961,35.3493,213.5,NaN,0.2454,NaN
10023,102,3792,46,22.9462,24.216,22.9556,35.3492,213.4,NaN,0.2551,NaN
10024,102,3792,48,22.9421,24.216,22.9519,35.3489,213.4,NaN,0.2597,NaN
10025,102,3792,50,22.9395,24.218,22.9497,35.3492,213.3,NaN,0.2655,NaN
10026,102,3792,52,22.9367,24.218,22.9473,35.3493,213.3,NaN,0.2761,NaN
10027,102,3792,54,22.9354,24.219,22.9464,35.35,213.2,NaN,0.2812,NaN
10028,102,3792,56,22.9349,24.22,22.9464,35.351,213.2,NaN,0.2855,NaN
10029,102,3792,58,22.9334,24.221,22.9452,35.3517,213.2,NaN,0.2964,NaN
10030,102,3792,60,22.9317,24.222,22.944,35.3524,213.2,NaN,0.3016,NaN
10031,102,3792,62,22.9295,24.223,22.9422,35.3524,213.2,NaN,0.3159,NaN
10032,102,3792,64,22.9272,24.224,22.9402,35.3525,213.2,NaN,0.327,NaN
10033,102,3792,66,22.9249,24.224,22.9383,35.3528,213.1,NaN,0.3339,NaN
10034,102,3792,68,22.9238,24.225,22.9376,35.3528,213.1,NaN,0.3411,NaN
10035,102,3792,70,22.9199,24.225,22.9342,35.3522,213,NaN,0.3462,NaN
10036,102,3792,72,22.9164,24.226,22.9311,35.352,212.9,NaN,0.3566,NaN
10037,102,3792,74,22.9142,24.227,22.9292,35.3521,212.9,NaN,0.3765,NaN
10038,102,3792,76,22.9116,24.228,22.9271,35.352,213.1,NaN,0.3935,NaN
10039,102,3792,78,22.9122,24.228,22.9281,35.3528,213.2,NaN,0.4071,NaN
10040,102,3792,80,22.9131,24.229,22.9295,35.3539,213.3,NaN,0.415,NaN
10041,102,3792,82,22.9129,24.229,22.9296,35.3544,213.3,NaN,0.4239,NaN
10042,102,3792,84,22.9145,24.23,22.9316,35.3557,213.3,NaN,0.4346,NaN
10043,102,3792,86,22.9161,24.23,22.9337,35.3568,213.2,NaN,0.4474,NaN
10044,102,3792,88,22.9164,24.23,22.9344,35.3574,213.1,NaN,0.4638,NaN
10045,102,3792,90,22.9146,24.231,22.9329,35.3574,213.1,NaN,0.4873,NaN
10046,102,3792,92,22.9142,24.231,22.9329,35.3577,213,NaN,0.4957,NaN
10047,102,3792,94,22.9131,24.232,22.9323,35.3579,212.9,NaN,0.5072,NaN
10048,102,3792,96,22.912,24.232,22.9316,35.3579,212.8,NaN,0.5146,NaN
10049,102,3792,98,22.9121,24.233,22.9321,35.3586,212.6,NaN,0.5264,NaN
10050,102,3792,100,22.9106,24.233,22.931,35.3586,212.4,NaN,0.5365,NaN
10051,102,3792,102,22.9089,24.233,22.9298,35.3585,212.4,NaN,0.5504,NaN
10052,102,3792,104,22.9068,24.234,22.928,35.3586,212.4,NaN,0.5682,NaN
10053,102,3792,106,22.9051,24.235,22.9267,35.3592,212.3,NaN,0.5775,NaN
10054,102,3792,108,22.902,24.236,22.924,35.3595,211.3,NaN,0.5854,NaN
10055,102,3792,110,22.8947,24.239,22.9171,35.3601,210.6,NaN,0.5914,NaN
10056,102,3792,112,22.8743,24.245,22.8971,35.3606,210.4,NaN,0.6004,NaN
10057,102,3792,114,22.8309,24.259,22.8541,35.3623,209.8,NaN,0.612,NaN
10058,102,3792,116,22.7803,24.275,22.8039,35.365,209.1,NaN,0.6188,NaN
10059,102,3792,118,22.716,24.292,22.7399,35.3633,209,NaN,0.6199,NaN
10060,102,3792,120,22.6632,24.308,22.6875,35.3633,207.3,NaN,0.6196,NaN
10061,102,3792,122,22.6007,24.326,22.6253,35.3641,204.8,NaN,0.6125,NaN
10062,102,3792,124,22.5362,24.341,22.5612,35.3596,203.9,NaN,0.6019,NaN
10063,102,3792,126,22.4367,24.363,22.462,35.3517,204,NaN,0.5989,NaN
10064,102,3792,128,22.3193,24.392,22.345,35.3456,203.8,NaN,0.5914,NaN
10065,102,3792,130,22.2674,24.404,22.2934,35.3429,201.1,NaN,0.5972,NaN
10066,102,3792,132,22.1767,24.422,22.203,35.3324,195.1,NaN,0.5842,NaN
10067,102,3792,134,22.0703,24.442,22.0969,35.3184,191.2,NaN,0.5734,NaN
10068,102,3792,136,21.8976,24.471,21.9245,35.2929,189.7,NaN,0.5674,NaN
10069,102,3792,138,21.7266,24.5,21.7537,35.2695,183.1,NaN,0.5605,NaN
10070,102,3792,140,21.5992,24.523,21.6266,35.2533,178.9,NaN,0.5555,NaN
10071,102,3792,142,21.4348,24.555,21.4624,35.2353,179.2,NaN,0.5445,NaN
10072,102,3792,144,21.3359,24.578,21.3639,35.2287,180.3,NaN,0.5258,NaN
10073,102,3792,146,21.2036,24.601,21.2318,35.212,184,NaN,0.5022,NaN
10074,102,3792,148,21.0904,24.622,21.1188,35.1991,187.7,NaN,0.4871,NaN
10075,102,3792,150,20.9894,24.64,21.0181,35.1868,185.7,NaN,0.4727,NaN
10076,102,3792,152,20.8656,24.663,20.8946,35.1726,182.2,NaN,0.4571,NaN
10077,102,3792,154,20.736,24.686,20.7652,35.1561,181.2,NaN,0.4439,NaN
10078,102,3792,156,20.5872,24.71,20.6167,35.1361,181.3,NaN,0.4327,NaN
10079,102,3792,158,20.4766,24.73,20.5064,35.1223,180.6,NaN,0.4176,NaN
10080,102,3792,160,20.3977,24.743,20.4277,35.1123,180.4,NaN,0.4021,NaN
10081,102,3792,162,20.2677,24.767,20.298,35.0981,181.4,NaN,0.3835,NaN
10082,102,3792,164,20.1705,24.787,20.201,35.0905,183.8,NaN,0.3653,NaN
10083,102,3792,166,20.0424,24.813,20.0732,35.0803,185.3,NaN,0.3521,NaN
10084,102,3792,168,19.939,24.833,19.9701,35.0706,185.4,NaN,0.3344,NaN
10085,102,3792,170,19.8215,24.853,19.8527,35.057,185.5,NaN,0.316,NaN
10086,102,3792,172,19.7172,24.873,19.7487,35.0464,186.2,NaN,0.2954,NaN
10087,102,3792,174,19.6119,24.893,19.6436,35.0372,186.9,NaN,0.283,NaN
10088,102,3792,176,19.5082,24.915,19.5402,35.0306,187.8,NaN,0.2669,NaN
10089,102,3792,178,19.4245,24.931,19.4567,35.0236,187.2,NaN,0.2509,NaN
10090,102,3792,180,19.3377,24.947,19.3702,35.0151,187.7,NaN,0.2408,NaN
10091,102,3792,182,19.2428,24.965,19.2756,35.0061,189.3,NaN,0.2234,NaN
10092,102,3792,184,19.1231,24.986,19.1561,34.9941,190.5,NaN,0.2097,NaN
10093,102,3792,186,19.0361,25.002,19.0694,34.9853,190.1,NaN,0.1977,NaN
10094,102,3792,188,18.9477,25.018,18.9812,34.9775,190,NaN,0.1829,NaN
10095,102,3792,190,18.8786,25.031,18.9124,34.9706,190.7,NaN,0.1741,NaN
10096,102,3792,192,18.7939,25.046,18.828,34.9623,192.1,NaN,0.1665,NaN
10097,102,3792,194,18.6934,25.063,18.7277,34.9518,193.3,NaN,0.1586,NaN
10098,102,3792,196,18.5997,25.079,18.6342,34.9414,192.6,NaN,0.1491,NaN
10099,102,3792,198,18.512,25.094,18.5467,34.9319,192.3,NaN,0.1412,NaN
10100,102,3792,200,18.4019,25.112,18.4368,34.9202,191.7,NaN,0.1363,NaN
10101,103,3819,0,23.3763,23.96,23.3763,35.1769,213.2,NaN,0.1257,NaN
10102,103,3819,2,23.3753,23.969,23.3757,35.1878,213,NaN,0.1244,NaN
10103,103,3819,4,23.3743,23.969,23.3751,35.188,213.1,NaN,0.1255,NaN
10104,103,3819,6,23.3751,23.969,23.3763,35.1882,213.1,NaN,0.1272,NaN
10105,103,3819,8,23.375,23.968,23.3767,35.187,213.1,NaN,0.1289,NaN
10106,103,3819,10,23.3751,23.969,23.3771,35.1877,213,NaN,0.1313,NaN
10107,103,3819,12,23.3747,23.969,23.3772,35.1878,213,NaN,0.1306,NaN
10108,103,3819,14,23.3727,23.97,23.3755,35.1878,213,NaN,0.1332,NaN
10109,103,3819,16,23.3716,23.97,23.3749,35.1877,213,NaN,0.1365,NaN
10110,103,3819,18,23.3705,23.97,23.3742,35.1877,213,NaN,0.1367,NaN
10111,103,3819,20,23.3689,23.971,23.373,35.1877,213,NaN,0.1409,NaN
10112,103,3819,22,23.3653,23.972,23.3698,35.1876,213,NaN,0.1471,NaN
10113,103,3819,24,23.3634,23.972,23.3683,35.188,213,NaN,0.1476,NaN
10114,103,3819,26,23.3613,23.974,23.3666,35.1885,212.9,NaN,0.1504,NaN
10115,103,3819,28,23.355,23.977,23.3608,35.1901,212.9,NaN,0.156,NaN
10116,103,3819,30,23.3485,23.979,23.3547,35.1908,213,NaN,0.1629,NaN
10117,103,3819,32,23.3357,23.983,23.3423,35.1915,213,NaN,0.1607,NaN
10118,103,3819,34,23.3159,23.99,23.323,35.1933,213.2,NaN,0.1643,NaN
10119,103,3819,36,23.2942,23.998,23.3017,35.1958,213.3,NaN,0.1709,NaN
10120,103,3819,38,23.2816,24.004,23.2894,35.1979,213.5,NaN,0.1772,NaN
10121,103,3819,40,23.2708,24.008,23.279,35.1996,213.5,NaN,0.1844,NaN
10122,103,3819,42,23.2628,24.013,23.2715,35.2027,213.5,NaN,0.1934,NaN
10123,103,3819,44,23.2571,24.017,23.2662,35.2066,213.6,NaN,0.1919,NaN
10124,103,3819,46,23.2518,24.021,23.2613,35.2099,213.6,NaN,0.2021,NaN
10125,103,3819,48,23.2398,24.029,23.2497,35.2145,213.5,NaN,0.2046,NaN
10126,103,3819,50,23.2229,24.039,23.2332,35.2215,213.6,NaN,0.2085,NaN
10127,103,3819,52,23.2093,24.048,23.22,35.2291,213.5,NaN,0.2175,NaN
10128,103,3819,54,23.1952,24.059,23.2063,35.2371,213.6,NaN,0.2215,NaN
10129,103,3819,56,23.1747,24.07,23.1862,35.2437,213.6,NaN,0.2263,NaN
10130,103,3819,58,23.1619,24.076,23.1738,35.2469,213.7,NaN,0.2333,NaN
10131,103,3819,60,23.1472,24.083,23.1595,35.2506,213.7,NaN,0.2383,NaN
10132,103,3819,62,23.1286,24.091,23.1413,35.2545,213.7,NaN,0.2415,NaN
10133,103,3819,64,23.1102,24.101,23.1233,35.2599,213.8,NaN,0.2503,NaN
10134,103,3819,66,23.0763,24.117,23.0899,35.2682,214,NaN,0.2576,NaN
10135,103,3819,68,23.0537,24.126,23.0677,35.2725,214.3,NaN,0.2709,NaN
10136,103,3819,70,23.0348,24.135,23.0491,35.2772,214.3,NaN,0.2756,NaN
10137,103,3819,72,23.0153,24.143,23.0301,35.2805,214.5,NaN,0.2834,NaN
10138,103,3819,74,22.9957,24.152,23.0109,35.2843,214.3,NaN,0.2962,NaN
10139,103,3819,76,22.963,24.163,22.9785,35.2861,214.3,NaN,0.3158,NaN
10140,103,3819,78,22.9402,24.171,22.9562,35.2884,214,NaN,0.324,NaN
10141,103,3819,80,22.9225,24.177,22.9388,35.289,214,NaN,0.3356,NaN
10142,103,3819,82,22.9067,24.182,22.9234,35.29,214,NaN,0.3502,NaN
10143,103,3819,84,22.8956,24.186,22.9127,35.291,213.9,NaN,0.3692,NaN
10144,103,3819,86,22.8792,24.192,22.8967,35.2926,213.8,NaN,0.379,NaN
10145,103,3819,88,22.8697,24.197,22.8876,35.2957,213.6,NaN,0.3971,NaN
10146,103,3819,90,22.8633,24.201,22.8817,35.2983,213.6,NaN,0.4147,NaN
10147,103,3819,92,22.8483,24.208,22.867,35.3022,213.6,NaN,0.4298,NaN
10148,103,3819,94,22.8318,24.216,22.8509,35.3069,213.4,NaN,0.4516,NaN
10149,103,3819,96,22.8177,24.223,22.8372,35.3101,213.2,NaN,0.4606,NaN
10150,103,3819,98,22.793,24.232,22.8129,35.3123,213.1,NaN,0.4806,NaN
10151,103,3819,100,22.7585,24.244,22.7788,35.3159,212.7,NaN,0.4974,NaN
10152,103,3819,102,22.7305,24.254,22.7512,35.318,212.2,NaN,0.5197,NaN
10153,103,3819,104,22.7085,24.261,22.7296,35.3189,211.7,NaN,0.5422,NaN
10154,103,3819,106,22.6858,24.269,22.7073,35.3214,211.3,NaN,0.5572,NaN
10155,103,3819,108,22.6656,24.276,22.6875,35.3226,210.7,NaN,0.5876,NaN
10156,103,3819,110,22.6405,24.284,22.6627,35.3233,210.4,NaN,0.6122,NaN
10157,103,3819,112,22.6153,24.29,22.638,35.3224,210.1,NaN,0.645,NaN
10158,103,3819,114,22.5993,24.298,22.6224,35.3269,210,NaN,0.6589,NaN
10159,103,3819,116,22.5706,24.308,22.594,35.3294,210.3,NaN,0.6774,NaN
10160,103,3819,118,22.5445,24.316,22.5683,35.3293,210.5,NaN,0.694,NaN
10161,103,3819,120,22.5057,24.328,22.5298,35.3315,210.8,NaN,0.7206,NaN
10162,103,3819,122,22.4627,24.344,22.4873,35.3359,211,NaN,0.7409,NaN
10163,103,3819,124,22.4372,24.353,22.4622,35.3387,210.9,NaN,0.7496,NaN
10164,103,3819,126,22.4024,24.363,22.4277,35.339,211.4,NaN,0.7495,NaN
10165,103,3819,128,22.3323,24.379,22.3579,35.3334,210.2,NaN,0.7476,NaN
10166,103,3819,130,22.2878,24.392,22.3138,35.3334,209.2,NaN,0.7469,NaN
10167,103,3819,132,22.2348,24.407,22.2612,35.3335,208.4,NaN,0.7513,NaN
10168,103,3819,134,22.1732,24.423,22.1999,35.3317,207.9,NaN,0.7406,NaN
10169,103,3819,136,22.0987,24.441,22.1258,35.3278,207.6,NaN,0.7324,NaN
10170,103,3819,138,22.0503,24.456,22.0777,35.33,206.6,NaN,0.7068,NaN
10171,103,3819,140,22.0083,24.473,22.0361,35.3374,205.7,NaN,0.677,NaN
